Prob_Chromosome	Prob_Plasmid	Prediction	Contig_name	Contig_length
0.7908037393172888	0.20919626068271124	Chromosome	edge_152	1068
0.6342428862717258	0.3657571137282742	Chromosome	edge_153	1142
0.6398492045969988	0.3601507954030012	Chromosome	edge_156	4111
0.9793430487256263	0.020656951274373725	Chromosome	edge_159	1672
0.9646010086466833	0.0353989913533167	Chromosome	edge_162	2990
0.8759067103964959	0.12409328960350408	Chromosome	edge_164	1150
0.20959900735900272	0.7904009926409973	Plasmid	edge_166	92774
0.10824716393816558	0.8917528360618344	Plasmid	edge_167	1630
0.4177988508220739	0.5822011491779261	Plasmid	edge_168	1024
0.10086869417902677	0.8991313058209732	Plasmid	edge_172	4433
0.9446718561286723	0.05532814387132768	Chromosome	edge_173	2169
0.4072485423149953	0.5927514576850047	Plasmid	edge_184	1035
0.019769009172589058	0.9802309908274109	Plasmid	edge_185	1778
0.8017329528586167	0.19826704714138332	Chromosome	edge_187	9307
0.9608499287661866	0.03915007123381342	Chromosome	edge_188	2776
0.9328973544354656	0.06710264556453437	Chromosome	edge_189	2520
0.020672944493042578	0.9793270555069574	Plasmid	edge_190	1283
0.288337531542496	0.711662468457504	Plasmid	edge_191	1952
0.9996615831155439	3.384168844561275e-4	Chromosome	edge_192	1653
0.9102244430501553	0.08977555694984474	Chromosome	edge_196	2616
0.012323777288637205	0.9876762227113628	Plasmid	edge_197	2671
0.038895146790902	0.961104853209098	Plasmid	edge_200	4252
0.7161585266858563	0.28384147331414367	Chromosome	edge_201	1204
0.8343109485944711	0.16568905140552892	Chromosome	edge_202	2679
0.5730860069057546	0.42691399309424544	Chromosome	edge_203	682175
0.6146358989832501	0.3853641010167499	Chromosome	edge_204	34971
0.8665918460114569	0.1334081539885431	Chromosome	edge_206	2738
0.9716908214501715	0.028309178549828506	Chromosome	edge_207	6875
0.9476092394015795	0.052390760598420516	Chromosome	edge_208	31074
0.986863326582694	0.013136673417305955	Chromosome	edge_209	1193
0.22456173520226286	0.7754382647977371	Plasmid	edge_211	7181
0.2119283835271425	0.7880716164728575	Plasmid	edge_212	50488
0.004245291697269393	0.9957547083027306	Plasmid	edge_213	4725
0.609712124333199	0.390287875666801	Chromosome	edge_214	7208
0.011566316129979826	0.9884336838700202	Plasmid	edge_216	6397
0.11705509626213129	0.8829449037378687	Plasmid	edge_219	38014
0.8118449235437503	0.18815507645624974	Chromosome	edge_220	47149
0.8546076024718801	0.14539239752811994	Chromosome	edge_222	5590
0.16585424484327738	0.8341457551567226	Plasmid	edge_224	74978
0.04964605852495352	0.9503539414750465	Plasmid	edge_225	1094478
0.500425253934758	0.49957474606524194	Chromosome	edge_226	5544
0.9910948447618724	0.008905155238127627	Chromosome	edge_227	1108
0.14071545049830114	0.8592845495016989	Plasmid	edge_228	1352
0.07156759146506142	0.9284324085349386	Plasmid	edge_229	3897
0.9472478968147116	0.052752103185288446	Chromosome	edge_230	41762
0.18816803393903603	0.811831966060964	Plasmid	edge_231	1063
0.9159326079675397	0.08406739203246028	Chromosome	edge_232	23959
0.15607115466053767	0.8439288453394623	Plasmid	edge_233	1621
0.8712234711105353	0.12877652888946467	Chromosome	edge_234	1592
0.9853957080048525	0.014604291995147456	Chromosome	edge_235	2734
0.6113650167656122	0.38863498323438783	Chromosome	edge_237	15208
0.663678884183854	0.336321115816146	Chromosome	edge_238	1281
0.9256828634015994	0.07431713659840056	Chromosome	edge_239	23057
0.6930291229698913	0.3069708770301087	Chromosome	edge_241	191420
0.021921082166655892	0.9780789178333441	Plasmid	edge_242	1559
0.8845312813020939	0.11546871869790609	Chromosome	edge_243	13809
0.5382760762833565	0.46172392371664345	Chromosome	edge_244	156935
0.19889683542581416	0.8011031645741858	Plasmid	edge_245	1194
0.48431131904796343	0.5156886809520366	Plasmid	edge_246	5746
0.3869684863304731	0.6130315136695269	Plasmid	edge_247	20288
0.9094576821670252	0.09054231783297484	Chromosome	edge_248	33124
0.7448791993945781	0.25512080060542186	Chromosome	edge_249	7770
0.46472793405351653	0.5352720659464835	Plasmid	edge_250	2653
0.7192845798910585	0.28071542010894146	Chromosome	edge_251	2086
0.23834073931156718	0.7616592606884328	Plasmid	edge_252	1742
0.11190436316372743	0.8880956368362726	Plasmid	edge_253	1274
0.8138041988192637	0.1861958011807363	Chromosome	edge_254	44506
0.3378694555908063	0.6621305444091937	Plasmid	edge_255	16492
0.9534153408567546	0.04658465914324539	Chromosome	edge_256	66331
0.9434957789649712	0.056504221035028834	Chromosome	edge_257	3181
0.41127081283354394	0.5887291871664561	Plasmid	edge_258	2829
0.3463700599521107	0.6536299400478893	Plasmid	edge_259	11361
0.8141183513806234	0.18588164861937662	Chromosome	edge_260	4905
0.9264681962016584	0.07353180379834157	Chromosome	edge_261	2334
0.5708707140914349	0.4291292859085652	Chromosome	edge_262	40762
0.8664787143841793	0.13352128561582066	Chromosome	edge_263	46032
0.9982344594454141	0.001765540554585887	Chromosome	edge_264	2007
0.9972140288308382	0.002785971169161794	Chromosome	edge_267	2432
0.9820656377925195	0.01793436220748046	Chromosome	edge_268	16013
0.8115754782206844	0.18842452177931557	Chromosome	edge_269	1489
0.9004096281323083	0.09959037186769171	Chromosome	edge_270	4407
0.9557817496559595	0.04421825034404048	Chromosome	edge_271	14533
0.9924050770332709	0.007594922966729145	Chromosome	edge_272	35302
0.9828530799550288	0.017146920044971203	Chromosome	edge_273	2463
0.8245205050149316	0.17547949498506843	Chromosome	edge_274	2076
0.9973505528864006	0.002649447113599379	Chromosome	edge_275	3738
0.9516220529192573	0.04837794708074272	Chromosome	edge_276	8198
0.9720180881657636	0.027981911834236373	Chromosome	edge_277	49310
0.3040578388733155	0.6959421611266845	Plasmid	edge_278	3654
0.49152081560500827	0.5084791843949917	Plasmid	edge_279	10262
0.7862536298770226	0.21374637012297737	Chromosome	edge_280	3686
0.9575528039436502	0.042447196056349834	Chromosome	edge_281	331923
0.9950071118073724	0.004992888192627554	Chromosome	edge_282	5600
0.5107271819994252	0.4892728180005748	Chromosome	edge_283	2859
0.9990816874062673	9.183125937326508e-4	Chromosome	edge_284	3923
0.40702006065700846	0.5929799393429915	Plasmid	edge_286	4606
0.25943403989391234	0.7405659601060877	Plasmid	edge_287	11053
0.07245755269469989	0.9275424473053001	Plasmid	edge_288	8899
0.7465039882262574	0.2534960117737426	Chromosome	edge_290	8611
0.9796598788398938	0.020340121160106195	Chromosome	edge_291	2321
0.9999893218034844	1.0678196515567784e-5	Chromosome	edge_292	1107
0.9132280041354556	0.08677199586454443	Chromosome	edge_294	22662
0.8880341783190173	0.11196582168098268	Chromosome	edge_295	33157
0.6134162691743366	0.3865837308256635	Chromosome	edge_296	57893
0.9982628511548983	0.001737148845101677	Chromosome	edge_297	6957
0.577216572995289	0.42278342700471105	Chromosome	edge_298	3433
0.9694883159694445	0.030511684030555486	Chromosome	edge_299	4046
0.2926145245810612	0.7073854754189388	Plasmid	edge_300	14780
0.9606862929379808	0.0393137070620192	Chromosome	edge_301	20411
0.5146900772450409	0.48530992275495916	Chromosome	edge_302	3396
0.840857086759897	0.159142913240103	Chromosome	edge_303	7196
0.9352403322448075	0.06475966775519248	Chromosome	edge_304	10803
0.23720213802894408	0.7627978619710559	Plasmid	edge_305	51593
0.9931374209736858	0.006862579026314153	Chromosome	edge_306	5211
0.9258121997406071	0.07418780025939287	Chromosome	edge_308	51609
0.027458427358793336	0.9725415726412067	Plasmid	edge_309	61744
0.009641891706921535	0.9903581082930785	Plasmid	edge_310	8983
0.7635200567274488	0.23647994327255117	Chromosome	edge_311	20589
0.4593199574682094	0.5406800425317906	Plasmid	edge_312	3192
0.9999797840329745	2.021596702550532e-5	Chromosome	edge_313	1138
0.4988315085740519	0.5011684914259481	Plasmid	edge_314	5758
0.9931358088627663	0.006864191137233688	Chromosome	edge_315	3871
0.10073546957912238	0.8992645304208776	Plasmid	edge_316	4122
0.45907454384390634	0.5409254561560937	Plasmid	edge_317	1494
0.7786699967633985	0.22133000323660146	Chromosome	edge_318	1482
0.9672489052784755	0.03275109472152449	Chromosome	edge_319	1498
0.9665058453634452	0.03349415463655481	Chromosome	edge_320	3259
0.807205016557692	0.19279498344230805	Chromosome	edge_321	203574
0.39858428560470727	0.6014157143952927	Plasmid	edge_322	1791
0.19025111967135022	0.8097488803286498	Plasmid	edge_323	1598
0.03459041044555611	0.9654095895544439	Plasmid	edge_324	16530
0.09267500700605835	0.9073249929939416	Plasmid	edge_325	6234
0.9231483206473848	0.07685167935261517	Chromosome	edge_326	3949
0.860441148695154	0.13955885130484602	Chromosome	edge_327	3142
0.5141229860449577	0.48587701395504235	Chromosome	edge_328	72970
0.9610034390088178	0.038996560991182205	Chromosome	edge_329	51385
0.7675880010461026	0.23241199895389741	Chromosome	edge_330	9911
0.04411973163498062	0.9558802683650194	Plasmid	edge_331	1772
0.956358904756726	0.043641095243273975	Chromosome	edge_332	1389
0.9699559367808518	0.03004406321914821	Chromosome	edge_333	133966
0.37110338660483533	0.6288966133951647	Plasmid	edge_334	9176
0.02515587382712503	0.974844126172875	Plasmid	edge_335	3050
0.20131712870873264	0.7986828712912674	Plasmid	edge_336	4386
0.44379571635100956	0.5562042836489904	Plasmid	edge_337	18632
0.7372267779609427	0.2627732220390573	Chromosome	edge_338	26610
0.6199116232783455	0.3800883767216545	Chromosome	edge_339	4127
0.16529898918372254	0.8347010108162775	Plasmid	edge_340	1885
0.42871308719337053	0.5712869128066295	Plasmid	edge_341	11562
0.5939860800251926	0.40601391997480746	Chromosome	edge_342	25900
0.8225385702816572	0.17746142971834278	Chromosome	edge_343	21241
0.5931459169739679	0.4068540830260321	Chromosome	edge_344	18197
0.2757697358753243	0.7242302641246757	Plasmid	edge_345	41522
0.9736603154472502	0.02633968455274982	Chromosome	edge_346	153793
0.9599645390935877	0.0400354609064123	Chromosome	edge_347	10703
0.9818827349931416	0.018117265006858396	Chromosome	edge_348	701521
0.27877284984879813	0.7212271501512019	Plasmid	edge_349	52846
0.9123470203057735	0.08765297969422647	Chromosome	edge_350	8068
0.9853901174598285	0.014609882540171482	Chromosome	edge_351	8056
0.644694076795854	0.355305923204146	Chromosome	edge_352	11763
0.6982404562988562	0.3017595437011438	Chromosome	edge_353	120538
0.7048111901076333	0.29518880989236673	Chromosome	edge_354	7906
0.27243151776866803	0.727568482231332	Plasmid	edge_355	4158
0.10510269809390516	0.8948973019060948	Plasmid	edge_357	6447
0.41999524569845703	0.580004754301543	Plasmid	edge_358	117868
0.3816211069310842	0.6183788930689158	Plasmid	edge_359	6782
0.9163368181755828	0.08366318182441722	Chromosome	edge_360	7580
0.9475149120929005	0.05248508790709949	Chromosome	edge_361	22961
0.9605078308305399	0.03949216916946008	Chromosome	edge_362	1382
0.8036177495287318	0.19638225047126823	Chromosome	edge_363	26532
0.667069207603651	0.33293079239634904	Chromosome	edge_364	1259
0.9649273978800361	0.03507260211996388	Chromosome	edge_365	6851
0.3440129041328127	0.6559870958671873	Plasmid	edge_366	7233
0.1844916545807872	0.8155083454192128	Plasmid	edge_367	1983
0.444235207851697	0.555764792148303	Plasmid	edge_368	5762
0.9747794578366533	0.025220542163346682	Chromosome	edge_369	41704
0.9996949188845736	3.050811154263755e-4	Chromosome	edge_370	1283
0.4610350746564815	0.5389649253435185	Plasmid	edge_371	2920
0.6539866604993345	0.3460133395006655	Chromosome	edge_372	3704
0.9018598296431866	0.09814017035681344	Chromosome	edge_373	1404
0.05470474824781524	0.9452952517521848	Plasmid	edge_374	159357
0.8631664493395458	0.13683355066045422	Chromosome	edge_375	17318
0.9539652548022242	0.04603474519777584	Chromosome	edge_376	3878
0.715645036358698	0.28435496364130197	Chromosome	edge_377	24449
0.2872416637708527	0.7127583362291473	Plasmid	edge_378	9529
0.9732916813258481	0.02670831867415191	Chromosome	edge_379	27589
0.9464696304500517	0.053530369549948276	Chromosome	edge_380	3593
0.4084453673013355	0.5915546326986645	Plasmid	edge_382	2534
0.11386718027158627	0.8861328197284137	Plasmid	edge_383	1357
0.8777402340731685	0.12225976592683152	Chromosome	edge_384	10095
0.05447584377201775	0.9455241562279822	Plasmid	edge_385	1729297
0.06073849530862452	0.9392615046913755	Plasmid	edge_386	1386
0.022103925922804968	0.977896074077195	Plasmid	edge_387	18812
0.9918846336401426	0.008115366359857434	Chromosome	edge_388	1957
0.9145205852502887	0.08547941474971132	Chromosome	edge_389	1989
0.677087289043516	0.322912710956484	Chromosome	edge_390	18981
0.049703134520680314	0.9502968654793197	Plasmid	edge_391	2707
0.8624613672797836	0.13753863272021638	Chromosome	edge_392	14139
0.9694548876695828	0.030545112330417235	Chromosome	edge_393	416132
0.9906021801110306	0.009397819888969372	Chromosome	edge_394	7193
0.6388376440031787	0.36116235599682134	Chromosome	edge_396	49294
0.9764480464540504	0.023551953545949633	Chromosome	edge_397	4207
0.9942848454804035	0.005715154519596477	Chromosome	edge_398	4679
0.25473071423653804	0.745269285763462	Plasmid	edge_399	10179
0.7029575225847033	0.29704247741529666	Chromosome	edge_400	8188
0.46503470174141526	0.5349652982585847	Plasmid	edge_401	4644
0.5097672089834462	0.49023279101655376	Chromosome	edge_402	9394
0.4268040601593487	0.5731959398406513	Plasmid	edge_403	33105
0.9585742139257918	0.041425786074208215	Chromosome	edge_405	1264
0.7918783309907178	0.20812166900928222	Chromosome	edge_407	2455
0.5914378475475258	0.4085621524524742	Chromosome	edge_409	1090
0.9474638107477258	0.05253618925227421	Chromosome	edge_410	5714
0.16394483714679497	0.836055162853205	Plasmid	edge_411	1581
0.4574136962321309	0.5425863037678691	Plasmid	edge_412	15598
0.9115712874419768	0.0884287125580232	Chromosome	edge_413	18812
0.49814033238791744	0.5018596676120826	Plasmid	edge_414	10136
0.9525411229905614	0.04745887700943863	Chromosome	edge_415	8017
0.6915932184511631	0.30840678154883694	Chromosome	edge_416	2040
0.040831816598179804	0.9591681834018202	Plasmid	edge_417	4918
0.02908049655062883	0.9709195034493712	Plasmid	edge_418	3712
0.6859082710760321	0.31409172892396786	Chromosome	edge_419	21814
0.25099678093406086	0.7490032190659391	Plasmid	edge_420	13825
0.9871857950426983	0.012814204957301678	Chromosome	edge_421	3844
0.6026982389689106	0.3973017610310894	Chromosome	edge_422	3852
0.045220716624636004	0.954779283375364	Plasmid	edge_423	4544
0.99558473217097	0.004415267829030012	Chromosome	edge_424	8621
0.04341331065805254	0.9565866893419475	Plasmid	edge_425	5860
0.906253844387399	0.09374615561260102	Chromosome	edge_426	1951
0.7104006370963853	0.28959936290361465	Chromosome	edge_427	18575
0.9583233983239663	0.04167660167603371	Chromosome	edge_428	30387
0.8920621935078947	0.10793780649210527	Chromosome	edge_431	6088
0.9885333046611122	0.011466695338887778	Chromosome	edge_432	1027
0.04683377795144095	0.953166222048559	Plasmid	edge_433	6507
0.24919202335890123	0.7508079766410988	Plasmid	edge_434	34839
0.5685860564723048	0.43141394352769524	Chromosome	edge_435	7909
0.7909152264657958	0.20908477353420418	Chromosome	edge_436	2441
0.7621671958927625	0.2378328041072375	Chromosome	edge_438	1909
0.7509893093578239	0.24901069064217607	Chromosome	edge_439	31322
0.020146007242639707	0.9798539927573603	Plasmid	edge_440	1145
0.5955289104712957	0.40447108952870425	Chromosome	edge_441	55849
0.5891850016782398	0.41081499832176016	Chromosome	edge_442	194314
0.9584157675106625	0.041584232489337514	Chromosome	edge_443	4641
0.42208482923347734	0.5779151707665227	Plasmid	edge_444	2285
0.3965078286795911	0.6034921713204089	Plasmid	edge_447	5717
0.05786196952178291	0.9421380304782171	Plasmid	edge_448	1419
0.9945330775379543	0.00546692246204572	Chromosome	edge_449	1696
0.8501102509273404	0.14988974907265962	Chromosome	edge_450	1333
0.8381106108439181	0.16188938915608186	Chromosome	edge_451	14225
0.919843346451531	0.08015665354846901	Chromosome	edge_452	416114
0.9954680039510877	0.004531996048912301	Chromosome	edge_453	14490
0.3657512619751194	0.6342487380248806	Plasmid	edge_454	2592
0.32736314672935884	0.6726368532706412	Plasmid	edge_455	1813
3.565841784124446e-4	0.9996434158215876	Plasmid	edge_456	1133
0.9432817960231716	0.05671820397682836	Chromosome	edge_458	2579
0.8815312388718476	0.11846876112815241	Chromosome	edge_459	2103
0.9846773205053952	0.015322679494604752	Chromosome	edge_460	2050
0.9890108528951497	0.010989147104850328	Chromosome	edge_461	4634
0.08809178973050957	0.9119082102694904	Plasmid	edge_462	351980
0.005271953104323157	0.9947280468956768	Plasmid	edge_463	8881
0.027068757329014148	0.9729312426709859	Plasmid	edge_464	4995
0.5710560358600043	0.42894396413999564	Chromosome	edge_465	2084
0.042967776763035204	0.9570322232369648	Plasmid	edge_466	3291
0.04871412536666142	0.9512858746333386	Plasmid	edge_467	302693
0.016503824056898098	0.9834961759431019	Plasmid	edge_468	37269
0.7686474080806549	0.2313525919193451	Chromosome	edge_469	30629
0.9617674825378444	0.03823251746215561	Chromosome	edge_470	26838
0.9922158540168748	0.007784145983125157	Chromosome	edge_472	2448
0.9403038341138954	0.0596961658861046	Chromosome	edge_473	171310
0.653435357281263	0.346564642718737	Chromosome	edge_474	2381
0.9902763493261232	0.009723650673876816	Chromosome	edge_475	8657
0.9919378649884248	0.008062135011575156	Chromosome	edge_476	5754
0.9053356920191092	0.09466430798089076	Chromosome	edge_477	1176
0.026478606516777914	0.9735213934832221	Plasmid	edge_478	69878
0.040481727001615564	0.9595182729983844	Plasmid	edge_479	11863
0.015706494009908867	0.9842935059900911	Plasmid	edge_480	6781
0.04927658027443815	0.9507234197255618	Plasmid	edge_481	3164
0.07956169460957307	0.9204383053904269	Plasmid	edge_482	6567
0.026298781810340732	0.9737012181896593	Plasmid	edge_483	253709
0.6398434647231487	0.3601565352768513	Chromosome	edge_490	12622
0.8642157012244774	0.13578429877552253	Chromosome	edge_491	1009
0.9571848015862384	0.04281519841376158	Chromosome	edge_496	24986
0.9956008891730863	0.004399110826913688	Chromosome	edge_497	1192
0.921859983514255	0.07814001648574498	Chromosome	edge_498	15747
0.9146448681483315	0.08535513185166854	Chromosome	edge_499	10409
0.8578117267369967	0.14218827326300332	Chromosome	edge_500	4505
0.2609362106600368	0.7390637893399632	Plasmid	edge_501	26706
0.3404064362304353	0.6595935637695647	Plasmid	edge_502	10518
0.5883438064989337	0.41165619350106625	Chromosome	edge_503	21506
0.7307483170097336	0.26925168299026636	Chromosome	edge_504	1273
0.825789287971559	0.17421071202844096	Chromosome	edge_505	42830
0.41138072638428247	0.5886192736157175	Plasmid	edge_506	2252
0.17560315317143493	0.8243968468285651	Plasmid	edge_508	17228
0.06968112165347629	0.9303188783465237	Plasmid	edge_509	4675
0.6468671019215521	0.35313289807844794	Chromosome	edge_510	234584
0.8342370755581507	0.16576292444184926	Chromosome	edge_511	4174
0.6307946592118634	0.36920534078813655	Chromosome	edge_513	16068
0.9412962673861782	0.05870373261382178	Chromosome	edge_514	133820
0.5472382237456095	0.45276177625439046	Chromosome	edge_515	1925
0.9916320588327711	0.008367941167228943	Chromosome	edge_516	334290
0.9541787561472872	0.0458212438527128	Chromosome	edge_517	5631
0.8530348556615499	0.1469651443384501	Chromosome	edge_518	6791
0.6931699153303933	0.3068300846696067	Chromosome	edge_519	111955
0.9948306496128155	0.005169350387184468	Chromosome	edge_527	1354
0.7191235201828832	0.28087647981711683	Chromosome	edge_529	85073
0.8715347110203634	0.1284652889796366	Chromosome	edge_530	3091
0.9390504183841668	0.06094958161583319	Chromosome	edge_531	8994
0.22831764369862662	0.7716823563013734	Plasmid	edge_532	47522
0.6930033715476365	0.30699662845236353	Chromosome	edge_533	50703
0.9823698127632422	0.0176301872367578	Chromosome	edge_534	1398177
0.9266200978958722	0.07337990210412781	Chromosome	edge_535	6663
0.040845913688385305	0.9591540863116147	Plasmid	edge_536	37662
0.8533218492429868	0.14667815075701318	Chromosome	edge_537	7480
0.6700090350045114	0.32999096499548863	Chromosome	edge_539	855222
0.9277373282674647	0.07226267173253531	Chromosome	edge_540	8593
0.829576886014778	0.17042311398522203	Chromosome	edge_541	30208
0.9918345849536927	0.0081654150463073	Chromosome	edge_542	4046
0.9473505538146282	0.05264944618537182	Chromosome	edge_543	31964
0.15629045633017968	0.8437095436698203	Plasmid	edge_544	26695
0.9809592030954264	0.01904079690457361	Chromosome	edge_545	783031
0.5620148006721373	0.43798519932786273	Chromosome	edge_546	11749
0.7773481191202968	0.22265188087970322	Chromosome	edge_547	5508
0.8208687740449945	0.17913122595500552	Chromosome	edge_548	44593
0.2590822748942897	0.7409177251057103	Plasmid	edge_549	7795
0.73811001377694	0.26188998622306003	Chromosome	edge_550	242266
0.8168249339999796	0.18317506600002043	Chromosome	edge_551	20095
0.9887097216038401	0.011290278396159925	Chromosome	edge_552	20627
0.993167790339475	0.0068322096605250016	Chromosome	edge_553	14096
0.8551130880347343	0.14488691196526574	Chromosome	edge_554	2295
0.9841057215873898	0.015894278412610152	Chromosome	edge_555	13113
0.05955029376480547	0.9404497062351945	Plasmid	edge_556	18347
0.8419823514218584	0.1580176485781416	Chromosome	edge_557	17253
0.7466666191929858	0.2533333808070141	Chromosome	edge_558	18159
0.5922540604961719	0.4077459395038281	Chromosome	edge_559	4592
0.9895176015560407	0.010482398443959262	Chromosome	edge_560	11833
0.02947647578672019	0.9705235242132798	Plasmid	edge_561	2913
0.981781972797612	0.018218027202387965	Chromosome	edge_563	112354
0.9984154586288652	0.00158454137113484	Chromosome	edge_565	4438
0.9734905011194822	0.02650949888051779	Chromosome	edge_567	2179
0.9894767864718139	0.010523213528186082	Chromosome	edge_573	5849
0.9986540826866125	0.0013459173133875124	Chromosome	edge_574	1649
0.8260442871501608	0.17395571284983924	Chromosome	edge_575	10445
0.9966348110862514	0.0033651889137485957	Chromosome	edge_576	3821
0.9880747521008589	0.011925247899141067	Chromosome	edge_577	2353
0.7930688528748471	0.20693114712515293	Chromosome	edge_579	1754
0.6658970138107141	0.3341029861892859	Chromosome	edge_580	6941
0.8403040875113126	0.15969591248868742	Chromosome	edge_582	2041
0.9976589787843606	0.002341021215639394	Chromosome	edge_583	1511
0.9823722415652089	0.01762775843479114	Chromosome	edge_584	152681
0.9932258435562892	0.0067741564437108215	Chromosome	edge_585	2251
0.9924098752383185	0.007590124761681527	Chromosome	edge_586	6409
0.9999407545017254	5.924549827462933e-5	Chromosome	edge_587	3052
0.9999354852201127	6.451477988733689e-5	Chromosome	edge_588	1256
0.5236007319867195	0.47639926801328053	Chromosome	edge_589	12667
0.168072093609844	0.831927906390156	Plasmid	edge_590	4741
0.13956180049932132	0.8604381995006787	Plasmid	edge_591	64633
0.04548358408856823	0.9545164159114318	Plasmid	edge_592	57574
0.17541686902209908	0.8245831309779009	Plasmid	edge_593	5551
0.24503338679575382	0.7549666132042462	Plasmid	edge_595	3630
0.970384659779957	0.029615340220042974	Chromosome	edge_596	4499
0.035284178527066	0.964715821472934	Plasmid	edge_597	2029
0.5705642987135078	0.4294357012864922	Chromosome	edge_598	2016
0.9635252112364814	0.03647478876351862	Chromosome	edge_599	2547
0.1144850569005954	0.8855149430994046	Plasmid	edge_600	40409
0.07424369602884184	0.9257563039711582	Plasmid	edge_601	23604
0.7366820291309617	0.2633179708690383	Chromosome	edge_602	7609
0.02566062489328358	0.9743393751067164	Plasmid	edge_603	2445
0.3671608176564801	0.6328391823435199	Plasmid	edge_604	5315
0.29423915085409624	0.7057608491459038	Plasmid	edge_605	1960
0.6046512751878834	0.3953487248121166	Chromosome	edge_606	10056
0.18459213893865678	0.8154078610613432	Plasmid	edge_607	6694
0.9239876118464406	0.07601238815355937	Chromosome	edge_609	1721
0.7557460276527924	0.24425397234720755	Chromosome	edge_610	2248
0.716659053921216	0.283340946078784	Chromosome	edge_611	164147
0.9624165324497315	0.037583467550268534	Chromosome	edge_612	17671
0.3814793533844324	0.6185206466155676	Plasmid	edge_616	39394
0.26990565697962976	0.7300943430203702	Plasmid	edge_617	5948
0.01920077083122884	0.9807992291687712	Plasmid	edge_619	4555
0.07883826815619022	0.9211617318438098	Plasmid	edge_620	2318
0.1714739221137621	0.8285260778862379	Plasmid	edge_621	4317
